unmittelbare Anstellung,Q506999,,Q-1770 Person,1773,1774,neu / weg / unverändert / andere Quali,Qualifikation 1,Qualifikation 2,Qualifikation 3,Qualifikation 4,,Ort,Titel,Adlesrang,Vorname1,Vorname2,Vorname3,Vorname4,Vorname5,Nachname
Bediente zum Waisenhause,Q506756,,Q513396,Johann Christian Schneegaß,Johann Christian Schneegaß,unverändert,Schneider,Pförtner,,,,,,,,,,,,
Bediente zum Waisenhause,Q506756,,,Johann Nicolaus Reichenbach,Johann Nicolaus Reichenbach,unverändert,Zuchtmeister,,,,,,,,,,,,,
Bediente beim Zuchthaus,Q506755,,Q506997,,,unverändert,Zuchtmeister,,,,,,,,,,,,,
,Q506760,,,,,,,,,,,,,,,,,,,
,Q506760,,Q192534,,,weg,Hof-Rath,,,,,,,,,,,,,
Ober-Policey- und Manufactur-Commissarius,Q506778,,Q507022,Johann Friedrich Hartmann,Johann Friedrich Hartmann,unverändert,,,,,,,,,,,,,,
Herzogliche Allmosen_Commission,Q506772,,Q507112,Ernst August von Studenitz,Ernst August von Studenitz,unverändert,Wirklicher Geheimer Rath,Canzler,Präses,,,,Seine Exellenz,,,,,,,
Herzogliche Allmosen_Commission,Q506772,,,,,,,,,,,,,,,,,,,
Herzogliche Allmosen_Commission,Q506772,,Q42093,Johann Adam Löw,Johann Adam Löw,unverändert,Consistorialrath,General Superintendens,,,,,,,,,,,,
Herzogliche Allmosen_Commission,Q506772,,Q507170,Johann Christoph Westhof,Johann Christoph Westhof,unverändert,Obrister,Kriegsrath,,,,,,,,,,,,
Herzogliche Allmosen_Commission,Q506772,,,,Carl Levin Otto von Lenthe,neu,Cammer Ratrh,Cammer-Junker,,,,,,,Carl,Levin,Otto,,,von Lenthe
Herzogliche Allmosen_Commission,Q506772,,,,,unverändert,Cammer Ratrh,,,,,,,,,,,,,
Herzogliche Allmosen_Commission,Q506772,,,Johann Gottfried Rischwitz,Johann Gottfried Rischwitz,unverändert,Obrist-Leutnant,,,,,,,,,,,,,
Allmosenschreiber,Q511108,,,Johann Heinrich Kiel,Johann Heinrich Keil,unverändert,Actuar,Billetirer,,,,,,,,,,,,
Herzoglich zur allgemeinen Witwen-Societaet gnädiigst verordnete Commission,,,,,Ernst August von Studenitz,neu,Wirklicher Geheimer Rath,Canzler,Director,,,,,,Ernst,August,,,,von Studenitz
Herzoglich zur allgemeinen Witwen-Societaet gnädiigst verordnete Commission,,,,,August Friedrich Carl von Ziegesar,neu,Cammerherr,Hofrath,,,,,,,August,Friedrich,Carl,,,von Ziegesar
Herzoglich zur allgemeinen Witwen-Societaet gnädiigst verordnete Commission,,,,,Caspar Hermann Stieler,neu,Hofrat,Bürgermeister,,,,,,,Caspar,Hermann,,,,Stieler
Rechnungs-Führer,,,,,Johann Heinrich Schober,neu,Kassierer,,,,,,,,Johann,Heinrich,,,,Schober
Allmosenschreiber,Q511108,,,,,weg,Registrator,,,,,,Allmosenschreiber,,,,,,,
,,,,,,unverändert,Commissions Actuarius,,,,,,,,,,,,,
Allmosenschreiber,Q511108,,Q192809,,,weg,,,,,,,,,,,,,,
Collegium Medicum zu Gotha,Q506768,,Q23605,Johann Caspar Sulzer,Johann Caspar Sulzer,unverändert,Hofrath,Leib-Medicus,,,,,Dr.,,,,,,,
Collegium Medicum zu Gotha,Q506768,,Q507964,Ernst Friedrich Krüngelhein,Ernst Friedrich Krüngelhein,unverändert,Hofrath,Leib-Medicus,Stadt-Physikus,Amts-Physikus,,,Dr.,,,,,,,
Collegium Medicum zu Gotha,Q506768,,,Friedrich Büchner,Friedrich Büchner,unverändert,Rath,Leib-Medicus,,,,,Dr.,,,,,,,
Collegium Medicum zu Gotha,Q506768,,Q156476,Heinrich Christian Dürfeld,Heinrich Christian Dürfeld,unverändert,Land-Physikus,,,,,,Dr.,,,,,,,
Herzogliches Amt zu Gotha,Q506765,,Q507057,Johann Ordolph Schierschmidt,,weg,Hof-Rath,Amtmann,,,,,,,,,,,,
Herzogliches Amt zu Gotha,Q506765,,Q507417,Christian Ludwig Wachler,Christian Ludwig Wachler,unverändert,Rath,Amts-Adjunctus,Landrichter,,,,,,,,,,,
Herzogliches Amt zu Gotha,Q506765,,Q507772,Georg David Pleißner,Georg David Pleißner,unverändert,Amts-Commissarius,,,,,,,,,,,,,
Herzogliches Amt zu Gotha,Q506765,,Q42093,,,weg,Amts-Registrator,,,,,,,,,,,,,
Herzogliches Amt zu Gotha,Q506765,,,Johann Esaias Sauerbrey,Johann Esaias Sauerbrey,unverändert,Amts-Registrator,,,,,,,,,,,,,
Herzogliches Amt zu Gotha,Q506765,,Q192946,,,weg,Amts-Acceßist,,,,,,,,,,,,,
Herzogliches Amt zu Gotha,Q506765,,,Christian Ludwig Scharf,Christian Ludwig Scharf,unverändert,Amts-Acceßist,,,,,,,,,,,,,
Herzogliches Amt zu Gotha,Q506765,,,,Johann Friedrich Hartmann,neu,Amts-Acceßist,,,,,,,,Johann,Friedrich,,,,Hartmann
Geistliches Untergericht zu Gotha,Q506770,,Q42093,Johann Adam Löw,Johann Adam Löw,unverändert,Consistorialrath,General-Superintendens,Pastor primarius,,,,,,,,,,,
Geistliches Untergericht zu Gotha,Q506770,,Q507057,Johann Ordolph Schierschmidt,,unverändert,Hofrath,Amtmann,,,,,,,,,,,,
Geistliches Untergericht zu Gotha,Q506770,,Q507185,Caspar Hermann Stieler,Caspar Hermann Stieler,unverändert,Hofrath,Bürgermeister,,,,,,,,,,,,
Geistliches Untergericht zu Gotha,Q506770,,,Ludwig Ernst Wilhelm Heßen,Ludwig Ernst Wilhelm Heßen,andere Qualli,Rath,Hofadvocat,Bürgermeister,,,,,,,,,,,
Geistliches Untergericht zu Gotha,Q506770,,Q98354,,,unverändert,Regieruns-Fiscal,Hofadvocat,Bürgermeister,,,,,,,,,,,
Actuarius,Q506754,,Q513386,Johann Christian Heß,Johann Christian Heß,unverändert,,,,,,,,,,,,,,
Actuarius,Q506754,,Q507469,Friedrich Elias Waitz,Friedrich Elias Waitz,unverändert,Kassierer,,,,,,,,,,,,,
Actuarius,Q506754,,Q507459,Johann George Hildebrand,Johann George Hildebrand,unverändert,Ministratur-Collector,,,,,,,,,,,,,
Actuarius,Q506754,,Q507837,Johann Andreas Kachel,Johann Andreas Kachel,unverändert,Collectur-Diener,,,,,,,,,,,,,
Stadt-Ministerium zu Gotha,Q506784,,Q42093,Johann Adam Löw,Johann Adam Löw,unverändert,Consistorialrath,General-Superintendens,Pastor primarius,,,,,,,,,,,
Stadt-Ministerium zu Gotha,Q506784,,Q42288,Johann Conrad Möller,Johann Conrad Möller,andere Qualli,Archi-Diaconus,,,,,,,,,,,,,
Stadt-Ministerium zu Gotha,Q506784,,,Jacob Friedrich Schmidt,Jacob Friedrich Schmidt,unverändert,Diaconus,,,,,,,,,,,,,
Stadt-Ministerium zu Gotha,Q506784,,,,Andreas Ernst Gasterstädt,neu,Diaconus,,,,,,,,Andreas,Ernst,,,,Gasterstädt
Stadt-Ministerium zu Gotha,Q506784,,Q42636,,,weg,Diaconus,,,,,,,,,,,,,
Stadt-Ministerium zu Gotha,Q506784,,Q41945,,,weg,Diaconus,,,,,,,,,,,,,
Stadt-Ministerium zu Gotha,Q506784,,Q42628,,,weg,Garnison-Prediger,,,,,,,,,,,,,
Stadt-Ministerium zu Gotha,Q506784,,,Johann Wilhelm Hodermann,Johann Wilhelm Hodermann,unverändert,Hospital-Prediger,,,,,,,,,,,,,
Stadt-Ministerium zu Gotha,Q506784,,,,Johann Ernst Rauch,neu,Stadt-Vicarius,,,,,,,,Johann,Ernst,,,,Rauch
Stadt-Ministerium zu Gotha,Q506784,,,Johann Friedrich Jacob Reynisch,,weg,Collabor Minist.,,,,,,,,,,,,,
Stadt-Ministerium zu Gotha,Q506784,,,,,weg,Hospital-Prediger,,,,,,,,,,,,,
Stadt-Ministerium zu Gotha,Q506784,,,Johann Christian Ziegeldecker,Johann Christian Ziegeldecker,unverändert,Stadt Cantor,,,,,,,,,,,,,
Stadt-Ministerium zu Gotha,Q506784,,Q507445,,,unverändert,Garnison-Cantor,,,,,,,,,,,,,
Stadt-Ministerium zu Gotha,Q506784,,Q507320,Heinrich Gotthelf Walther,Heinrich Gotthelf Walther,unverändert,Stadt-Kirchner,,,,,,,,,,,,,
Stadt-Ministerium zu Gotha,Q506784,,Q192812,Christian Friedrich Härlein,Christian Friedrich Härlein,unverändert,Stadt-Kirchner,,,,,,,,,,,,,
Stadt-Ministerium zu Gotha,Q506784,,Q507686,,,weg,Stadt-Organist,,,,,,,,,,,,,
Stadt-Ministerium zu Gotha,Q506784,,,Johann  Andreas Kellner,Johann  Andreas Kellner,unverändert,Stadt-Organist,,,,,,,,,,,,,
Stadt-Ministerium zu Gotha,Q506784,,Q507462,Johann Christoph Hofmann,Johann Christoph Hofmann,unverändert,Stadt-Musicus instrument,,,,,,,,,,,,,
Kirchen-Vorsteher,Q506776,,Q507116,Christian Balthasar Breithaupt,Christian Balthasar Breithaupt,unverändert,zu St. Augustin,,,,,,,,,,,,,
Kirchen-Vorsteher,Q506776,,Q507182,Johann Wilhelm Dürfeld,Johann Wilhelm Dürfeld,unverändert,zu St. Margarethä,,,,,,,,,,,,,
Kirchen-Vorsteher,Q506776,,,Georg Caspar Gebhard,Georg Caspar Gebhard,unverändert,Garnison-Prediger,,,,,,,,,,,,,
Kirchen-Vorsteher,Q506776,,,Johann Ambrosius Gläser,Johann Ambrosius Gläser,unverändert,Garnison-Cantor,,,,,,,,,,,,,
Bürgermeister,Q506872,,Q507185,Caspar Hermann Stieler,Caspar Hermann Stieler,unverändert,Hofrath,,,,,,,,,,,,,
Bürgermeister,Q506872,,Q98354,,,weg,Regieruns-Fiscal,,,,,,,,,,,,,
Bürgermeister,Q506872,,Q157196,Johann Friedrich Freytag,Johann Friedrich Freytag,unverändert,Rath,Hofadvocat,,,,,,,,,,,,
Bürgermeister,Q506872,,Q507041,Ludwig Ernst Wilhelm Hessen,Ludwig Ernst Wilhelm Hessen,andere Qualli,Rath,ord. Hofadvocat,,,,,,,,,,,,
Bürgermeister,Q506872,,,Johann Andreas Gerlach,Johann Andreas Gerlach,unverändert,extraord. Hofadvocat,,,,,,,,,,,,,
Prokonsul,Q506810,,,Wilhelm Heinrich Jacobs,Wilhelm Heinrich Jacobs,unverändert,extraord. Hofadvocat,,,,,,,,,,,,,
Prokonsul,Q506810,,Q507032,,,weg,Hofadvocat,Ober-Stadtschreiber,,,,,,,,,,,,
Vice-Prokonsul,Q506801,,Q192895,,,weg,Hofadvocat,Ober-Stadtschreiber,,,,,,,,,,,,
Rathsherren,Q506811,,Q507035,Johann Georg Maurer,Johann Georg Maurer,unverändert,,,,,,,,,,,,,,
Rathsherren,Q506811,,Q507182,Johann Wilhelm Dürfeld,Johann Wilhelm Dürfeld,unverändert,,,,,,,,,,,,,,
Rathsherren,Q506811,,Q259369,,,weg,,,,,,,,,,,,,,
Rathsherren,Q506811,,Q507630,Matthäus Gottfried Arnold,Matthäus Gottfried Arnold,unverändert,,,,,,,,,,,,,,
Rathsherren,Q506811,,Q507630,,,weg,,,,,,,,,,,,,,
Rathsherren,Q506811,,,Johann Heinrich Stopfel,Johann Heinrich Stopfel,unverändert,,,,,,,,,,,,,,
Rathsherren,Q506811,,Q513375,Johann Georg Frey,Johann Georg Frey,unverändert,,,,,,,,,,,,,,
Rathsherren,Q506811,,Q507910,Fiedrich Tobias Gatzert,Fiedrich Tobias Gatzert,unverändert,,,,,,,,,,,,,,
Rathsherren,Q506811,,Q507116,Christian Balthasar Breithaupt,Christian Balthasar Breithaupt,unverändert,,,,,,,,,,,,,,
Rathsherren,Q506811,,,,,weg,,,,,,,,,,,,,,
Rathsherren,Q506811,,,Christian Samuel Ehelöb,Christian Samuel Ehelöb,unverändert,,,,,,,,,,,,,,
Rathsherren,Q506811,,Q513173,Johann Georg Hildebrand,Johann Georg Hildebrand,unverändert,,,,,,,,,,,,,,
Rathsherren,Q506811,,,Johann Matthäus Bertuch,Johann Matthäus Bertuch,unverändert,,,,,,,,,,,,,,
Rathsherren,Q506811,,,,,,,,,,,,,,,,,,,
Rathsherren,Q506811,,Q161767,Johann Adolph Seyfarth,Johann Adolph Seyfarth,unverändert,,,,,,,,,,,,,,
Rathsherren,Q506811,,Q262916,Friedrich Frühauff,Friedrich Frühauff,unverändert,,,,,,,,,,,,,,
Rathsherren,Q506811,,Q259407,Johann Friedrich Eckardt,Johann Friedrich Eckardt,unverändert,,,,,,,,,,,,,,
Rathsherren,Q506811,,Q507458,Johann Adolph Hild,Johann Adolph Hild,unverändert,,,,,,,,,,,,,,
Rathsherren,Q506811,,Q77947,Georg Tobias Bieber,Georg Tobias Bieber,unverändert,,,,,,,,,,,,,,
Rathsherren,Q506811,,Q192848,,,unverändert,,,,,,,,,,,,,,
Rathsherren,Q506811,,,Johann Christian Klug,Johann Christian Klug,unverändert,,,,,,,,,,,,,,
Rathsherren,Q506811,,,Gottfried Morgenrod,Gottfried Morgenrod,unverändert,,,,,,,,,,,,,,
Rathsherren,Q506811,,,Jonas Elias Dornheim,Jonas Elias Dornheim,unverändert,,,,,,,,,,,,,,
Rathsherren,Q506811,,,,Johann Friedrich Wenig,neu,,,,,,,,,Johann,Friedrich,,,,Wenig
Ober-Stadtschreiberei,Q506798,,,Johann Friedrich Schönkopf,Johann Friedrich Schönkopf,unverändert,Amts-Advocat,Ober-Stadtschreiber,,,,,,,,,,,,
Ober-Stadtschreiberei,Q506798,,Q192895,,,weg,Hofadvocat,Vice Proconsul,Ober-Stadtschreiber,,,,,,,,,,,
Ober-Stadtschreiberei,Q506798,,Q507377,Johann Christian Heß,Johann Christian Heß,unverändert,Geistlicher Untergericht,Vormundschafts-Actuarius,,,,,,,,,,,,
Ober-Stadtschreiberei,Q506798,,Q192848,,,weg,Commissions-Acttuarius,Billetirer,Allmosenschreiber,,,,,,,,,,,
Ober-Stadtschreiberei,Q506798,,Q507436,Friedrich Gottfried Eißer,Friedrich Gottfried Eißer,unverändert,Acttuarius,Rathsschreiber,,,,,,,,,,,,
Ober-Stadtschreiberei,Q506798,,Q192907,Johann Friedrich Möller,Johann Friedrich Möller,unverändert,Polycey-Commissar,Arciv-Actuarius,Rathsschreiber,,,,,,,,,,,
Ober-Stadtschreiberei,Q506798,,,Johann Friedrich Gewalt,Johann Friedrich Gewalt,unverändert,Raths-Copist,,,,,,,,,,,,,
,,,,,Johann Georg Maurer,neu,Cämmerer,,,,,,,,,,,,,
,,,,,Johann Adolph Seyfarth,neu,Cämmerer,,,,,,,,,,,,,
Ober-Stadtschreiberei,Q506798,,Q192839,,,weg,Accebist,,,,,,,,,,,,,
Ober-Stadtschreiberei,Q506798,,,,,weg,Accetzist,,,,,,,,,,,,,
Ober-Stadtschreiberei,Q506798,,,Johann Wilhelm Dürfeld,,weg,Cämmerer,,,,,,,,,,,,,
Ober-Stadtschreiberei,Q506798,,,Johann Heinrich Stopffel,,weg,Cämmerer,,,,,,,,,,,,,
Rats-Cämmerer,Q506812,,,,,weg,Cämmerer,,,,,,,,,,,,,
Rats-Cämmerer,Q506812,,,,,weg,Cämmerer,,,,,,,,,,,,,
Rats-Cämmerer,Q506812,,,Johann Wilhelm Geitner,Johann Wilhelm Geitner,unverändert,Unter-Stadtschreiber,,,,,,,,,,,,,
Rats-Cämmerer,Q506812,,Q507182,,,weg,Cämmerer,,,,,,,,,,,,,
Rats-Cämmerer,Q506812,,,,,weg,Cämmerer,,,,,,,,,,,,,
Rats-Cämmerer,Q506812,,Q507440,,,weg,Unter-Stadtschreiber,,,,,,,,,,,,,
Rats-Cämmerer,Q506812,,Q507894,,,weg,Unter-Stadtschreiber,Substitut,,,,,,,,,,,,
Rats-Cämmerer,Q506812,,Q507533,Ernst August Arnold Schöffer,Ernst August Arnold Schöffer,unverändert,,,,,,,,,,,,,,
Rats-Cämmerer,Q506812,,Q507463,Johann Heinrich Phillipp Hofmann,Johann Heinrich Phillipp Hofmann,unverändert,Acceffist,,,,,,,,,,,,,
Rats-Cämmerer,Q506812,,,Friedrich August Bause,Friedrich August Bause,andere Quali,Bau-Inspector,Stadt Bauverwalter,,,,,,,,,,,,
Rats-Cämmerer,Q506812,,,Johann Nicolaus Möller,Johann Nicolaus Möller,unverändert,Raths-Hausvoigt,,,,,,,,,,,,,
Rats-Cämmerer,Q506812,,Q156010,,,weg,Bau-Inspector,,,,,,,,,,,,,
Rats-Cämmerer,Q506812,,Q513420,,,weg,Raths-Hausvoigt,,,,,,,,,,,,,
Gymnasium illustre zu Gotha,Q506791,,Q78312,Johann Heinrich Stuß,Johann Heinrich Stuß,unverändert,Rector emeritus,,,,,,,,,,,,,
Gymnasium illustre zu Gotha,Q506791,,,Johann Gottfried Geißler,Johann Gottfried Geißler,unverändert,Kirchenrath,Rector,,,,,,,,,,,,
Gymnasium illustre zu Gotha,Q506791,,Q23543,Heinrich Blumenbach,Heinrich Blumenbach,unverändert,Prorector emeritus,,,,,,,,,,,,,
Gymnasium illustre zu Gotha,Q506791,,Q156901,Johann Carl Baumeister,Johann Carl Baumeister,andere Quali,Professor ,,,,,,,,,,,,,
Gymnasium illustre zu Gotha,Q506791,,Q78272,Johann Georg Sterzing,,weg,Professor ,,,,,,,,,,,,,
Gymnasium illustre zu Gotha,Q506791,,,Georg Caspar Gebhard,Georg Caspar Gebhard,unverändert,Professor ,Garnisons-Prediger,,,,,,,,,,,,
Gymnasium illustre zu Gotha,Q506791,,Q507962,,,unverändert,Subconrektor,,,,,,,,,,,,,
Gymnasium illustre zu Gotha,Q506791,,Q459052,M. Nicolaus David Briegleb,M. Nicolaus David Briegleb,unverändert,Professor,,,,,,,,,,,,,
Gymnasium illustre zu Gotha,Q506791,,,Johann Christoph Sparr,Johann Christoph Sparr,unverändert,Professor,,,,,,,,,,,,,
Gymnasium illustre zu Gotha,Q506791,,Q459052,Johann Christian Ziegeldecker,Johann Christian Ziegeldecker,unverändert,Cantor,,,,,,,,,,,,,
Gymnasium illustre zu Gotha,Q506791,,,,,weg,,,,,,,,,,,,,,
Gymnasium illustre zu Gotha,Q506791,,Q192752,Johann Georg Kirsten,Johann Georg Kirsten,unverändert,Präceptor Class IV.,,,,,,,,,,,,,
Gymnasium illustre zu Gotha,Q506791,,,,Johann Christoph Görlach,neu,Präceptor Class V.,,,,,,,,Johann,Christoph,,,,Görlach
Gymnasium illustre zu Gotha,Q506791,,#N/A,,,weg,,,,,,,,,,,,,,
Gymnasium illustre zu Gotha,Q506791,,Q258686,,,weg,Präceptor Class V,,,,,,,,,,,,,
Gymnasium illustre zu Gotha,Q506791,,Q507607,Johann Jacob Machelet,Johann Jacob Machelet,unverändert,Präceptor Class VI.,,,,,,,,,,,,,
Gymnasium illustre zu Gotha,Q506791,,Q465340,Johann Andreas Güthe,Johann Andreas Güthe,unverändert,Präceptor Class VII.,,,,,,,,,,,,,
Gymnasium illustre zu Gotha,Q506791,,Q507480,Simon Tümpel,Simon Tümpel,unverändert,bei der Mägtelein-Schule,,,,,,,,,,,,,
Gymnasium illustre zu Gotha,Q506791,,Q257457,Albrecht Jacob Blumenau,Albrecht Jacob Blumenau,unverändert,bei der Mägtelein-Schule,,,,,,,,,,,,,
Gymnasium illustre zu Gotha,Q506791,,Q507301,Johann Valentin Ackermann,Johann Valentin Ackermann,andere Quali,Closter-Verwalter,,,,,,,,,,,,,
Gymnasium illustre zu Gotha,Q506791,,Q507561,Christoph Nicol Thieil,Christoph Nicol Thieil,unverändert,Einheizer,,,,,,,,,,,,,
Cammerherren,Q506908,,Q507069,Engelke von Plessen,Engelke von Plessen,unverändert,Cammerherr,,,,,,,,,,,,,
Cammerherren,Q506908,,Q507991,Heinrich Gottfried von Selzer,Heinrich Gottfried von Selzer,unverändert,Cammerherr,General-Major,,,,,,,,,,,,
Cammerherren,Q506908,,,Wilhelm Adolph von Stutterheim,,weg,Cammerherr,Oberforstmeister,,,,,,,,,,,,
Cammerherren,Q506908,,Q507351,,,weg,Cammerherr,Oberforstmeister,,,,,,,,,,,,
Cammerherren,Q506908,,,August von Berbisdorff,August von Berbisdorff,andere Quali,Stadt Commendandt,Obrster,Schloß Commendant,Stadt Commendant,,,,,,,,,,
Cammerherren,Q506908,,Q28053,Carl Rudolph von Grone,Carl Rudolph von Grone,andere Quali,Cammerherr,Reise Marschall,,,,,,,,,,,,
Cammerherren,Q506908,,Q507824,Christian Georg von Hellmolt,Christian Georg von Hellmolt,unverändert,Cammerherr,Stall-Meister,Obrister,Commendant bey der Leib-Garde,,,,,,,,,,
Cammerherren,Q506908,,Q507364,Friedrich Wolfgang von Ziegler,Friedrich Wolfgang von Ziegler,unverändert,Cammerherr,,,,,,,,,,,,,
Cammerherren,Q506908,,Q507965,Heinrich Gottlob von Hagenest,Heinrich Gottlob von Hagenest,unverändert,Cammerherr,General-Major,,,,,,,,,,,,
Cammerherren,Q506908,,Q507980,Carl Alexander von Seebach,Carl Alexander von Seebach,unverändert,Cammerherr,Cammer-Rath,,,,,,,,,,,,
Cammerherren,Q506908,,Q507830,Wilhelm Heinrich von Wolzogen,Wilhelm Heinrich von Wolzogen,unverändert,Cammerherr,Geheimer-Regierungs-Rath,,,,,Freiherr,,,,,,,
Cammerherren,Q506908,,Q507319,,,weg,Cammerherr,,,,,,Freiherr,,,,,,,
Cammerherren,Q506908,,,Carl Hannibal von Schmerzing,Carl Hannibal von Schmerzing,andere Quali,Cammerherr,General-Major,,,,,Freiherr,,,,,,,
Cammerherren,Q506908,,Q507755,,,weg,Cammerherr,,,,,,,,,,,,,
Cammerherren,Q506908,,Q507979,Carl Friedrich von Hellmolt,Carl Friedrich von Hellmolt,unverändert,Cammerherr,,,,,,,,,,,,,
Cammerherren,Q506908,,,,,,,,,,,,,,,,,,,
Cammerherren,Q506908,,Q507730,Johann Maximilian von Linsing,Johann Maximilian von Linsing,unverändert,Cammerherr,Major,,,,,,,,,,,,
Cammerherren,Q506908,,Q507796,Johann Heinrich Rudoph von Claußenheim,Johann Heinrich Rudoph von Claußenheim,unverändert,Cammerherr,,,,,,,,,,,,,
Cammerherren,Q506908,,Q507685,,,weg,Cammerherr,,,,,,,,,,,,,
Cammerherren,Q506908,,Q507822,,,weg,Cammerherr,,,,,,,,,,,,,
Cammerherren,Q506908,,Q507768,Wilhelm Friedrich von Oertzen,,weg,Cammerherr,,,,,,,,,,,,,
Cammerherren,Q506908,,Q507777,Wolf Gottfried Jarislaw von Prittwitz,Wolf Gottfried Jarislaw von Prittwitz,andere Quali,Cammerherr,Oberhofmeister,,,,,,,,,,,,
,,,,,Friedrich Leopold von Hahn,neu,Cammerherr,Oberforstmeister,,,,,,,Friedrich,Leopold,,,,von Hahn
Cammerherren,Q506908,,Q507968,,,unverändert,Cammerherr,Oberforstmeister,,,,,,,,,,,,
Cammerherren,Q506908,,Q507048,Friedrich Carl Wilhelm von Kessel,Friedrich Carl Wilhelm von Kessel,andere Quali,Cammerherr,Obrist-Leutnant von der Cavallerie,,Major der Leibgarde,,,,,,,,,,
Cammerherren,Q506908,,,Carl Wilhelm von der Borch,Carl Wilhelm von der Borch,unverändert,Cammerherr,Obrist-Leutnant ,,,,,,,,,,,,
Cammerherren,Q506908,,Q507799,,,weg,Cammerherr,Obrist-Leutnant,,,,,,,,,,,,
Cammerherren,Q506908,,,Ludwig Benjamin von Saugy,Ludwig Benjamin von Saugy,unverändert,Cammerherr,Obrister,,,,,,,,,,,,
Cammerherren,Q506908,,,,57,weg,Cammerherr,Obrist-Leutnant,Marsch-Commisiarius,,,,,,,,,,,
Cammerherren,Q506908,,,Wilhelm Ludwig von der Gablenz,Wilhelm Ludwig von der Gablenz,unverändert,Cammerherr,,,,,,,,,,,,,
Cammerherren,Q506908,,,Christian Carl von Werthern,Christian Carl von Werthern,unverändert,Cammerherr,Hauptmann,,,,,,,,,,,,
Cammerherren,Q506908,,,Carl Adolph von Forsten,Carl Adolph von Forsten,unverändert,Cammerherr,Hauptmann bey der Artillrelie,,,,,,,,,,,,
Cammerherren,Q506908,,,August Friedrich Carl von Ziegesar,August Friedrich Carl von Ziegesar,unverändert,Cammerherr,Hofrath,,,,,,,,,,,,
Cammerherren,Q506908,,,August Geyer von Geyersberg,August Geyer von Geyersberg,unverändert,Cammerherr,Obrister,,,,,,,,,,,,
Hof-Geistliche zu Gotha,Q506775,,Q42397,,,weg,Consistorial-Rath,Oberhofprediger,,,,,,,,,,,,
Hof-Geistliche zu Gotha,Q506775,,Q507466,Wilhelm Friedrich Stötzel,Wilhelm Friedrich Stötzel,unverändert,Consistorial-Rath,Oberhofprediger,,,,,,,,,,,,
Hof-Geistliche zu Gotha,Q506775,,Q41514,Christan Wilhelm Bause,Christan Wilhelm Bause,unverändert,Consistorial-Assessor,Hofprediger,Stiftspredider,,,,,,,,,,,
Hof-Geistliche zu Gotha,Q506775,,,Justin Schneegaß,Justin Schneegaß,unverändert,Hof-Diaconus,,,,,,,,,,,,,
Hof-Geistliche zu Gotha,Q506775,,,,,weg,Hof-Diaconus,,,,,,,,,,,,,
Hof-Geistliche zu Gotha,Q506775,,Q507927,Johann Joachim Rätzmann,Johann Joachim Rätzmann,unverändert,Hof-Kirchner,,,,,,,,,,,,,
Hof-Geistliche zu Gotha,Q506775,,Q507926,Georg Heinrich Rätzmann,Georg Heinrich Rätzmann,unverändert,Substitutus,,,,,,,,,,,,,
Hof-Geistliche  zu Altenburg,Q506807,,,Gotthilf Friedemann Löber,Gotthilf Friedemann Löber,unverändert,Consistorial-Rath,General Superintendens,,,,,,,,,,,,
Hof-Geistliche  zu Altenburg,Q506807,,,Christoph Gottlob Reibstein,Christoph Gottlob Reibstein,unverändert,Hofprediger,,,,,,,,,,,,,
Hof-Geistliche  zu Altenburg,Q506807,,,Lorenz Bernhard Meyer,Lorenz Bernhard Meyer,unverändert,Schloßkirchner,,,,,,,,,,,,,
Hof-Geistliche zu Gotha zu Altenburg,Q506807,,Q507031,,,weg,Hof-Prediger,,,,,,,,,,,,,
zu Altenburg,Q506807,,Q507622,,,weg,Schloßkirchner,,,,,,,,,,,,,
zu Altenburg,Q506830,,Q23605,Johann Caspar Sulzer,Johann Caspar Sulzer,unverändert,Hofrat,Leibmedicus,,,,,Dr.,,,,,,,
zu Altenburg,Q506830,,Q507556,Baltasar Ludwig Tralles,Baltasar Ludwig Tralles,unverändert,Hofrat,Leibmedicus,,,,,Dr.,,,,,,,
zu Altenburg,Q506830,,Q507875,Ernst Friedrich Krügelstein,Ernst Friedrich Krügelstein,unverändert,Hofrat,Leibmedicus,,,,,Dr.,,,,,,,
zu Altenburg,Q506830,,Q156021,Friedrich Büchner,Friedrich Büchner,andere Quali,Rath,Leibmedicus,,,,,Dr.,,,,,,,
zu Altenburg,Q506830,,,,,weg,,,,,,,Dr.,,,,,,,
zu Altenburg,Q506830,,Q507520,Carl Ludwig Mecklenburg,Carl Ludwig Mecklenburg,unverändert,Hof-Medicus zu Altenburg,,,,,,Dr.,,,,,,,
zu Altenburg,Q506830,,,Johann Friedrich Grimm,Johann Friedrich Grimm,unverändert,Rath Leibmedicus,Brunnen-Medicus zu Ronneburg,,,,,,,,,,,,
zu Altenburg,Q506830,,Q507552,Georg Heinrich Königsdörfer,Georg Heinrich Königsdörfer,unverändert,Hof-Medicus zu Altenburg,,,,,,Dr.,,,,,,,
zu Altenburg,Q506830,,,Johann Georg Restler,Johann Georg Restler,unverändert,Hof-Medicus ,,,,,,Dr.,,,,,,,
zu Altenburg,Q506830,,Q507537,,,weg,Hof-Medicus zu Ronneburg,,,,,,Dr.,,,,,,,
Cammer-Bediente,Q506875,,Q507224,,,unverändert,Leb Page,,,,,,,,,,,,,
